ticker,start_date,end_date
000850.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
011420.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
004410.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
006740.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002630.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001620.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
019180.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002220.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
021050.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002880.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001550.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
009810.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
007610.KS,2000-01-04 00:00:00+09:00,2024-12-10 00:00:00+09:00
008250.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
018500.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
023960.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
008870.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
000650.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
008420.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
025530.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
003080.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
011230.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
006980.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002920.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001290.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
024890.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002870.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
004270.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
033250.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
006570.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
011300.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
009460.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
012280.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
014130.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
012170.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
012200.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
005030.KS,2000-01-04 00:00:00+09:00,2024-12-10 00:00:00+09:00
023150.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
010770.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001210.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
013000.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001140.KS,2000-01-04 00:00:00+09:00,2024-12-10 00:00:00+09:00
006200.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002820.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
009140.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
005820.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
015260.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
024070.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
000950.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002420.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
003680.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
007120.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
025560.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
005320.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
000760.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001070.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
004365.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001420.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
011090.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
015020.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
000040.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
010420.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
008600.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
014910.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
030720.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
002070.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
005110.KS,2000-01-04 00:00:00+09:00,2024-12-10 00:00:00+09:00
009440.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
025620.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
005257.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001770.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
008500.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
006345.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
000325.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
001527.KS,2000-01-04 00:00:00+09:00,2024-12-11 00:00:00+09:00
